Date,Open,High,Low,Close,Adj Close,Volume
2020-09-02,123.720001,128.699997,123.580002,128.179993,123.304085,6592400
2020-09-03,128.190002,129.949997,123.650002,124.449997,119.715973,5716800
2020-09-04,124.349998,125.349998,121.239998,122.300003,117.647766,6018200
2020-09-08,122.160004,122.870003,120.709999,121.209999,116.599220,5210300
2020-09-09,122.129997,123.699997,121.290001,122.260002,117.609283,3770700
2020-09-10,122.529999,123.580002,120.239998,120.559998,115.973938,3978400
2020-09-11,121.389999,122.699997,120.730003,121.459999,116.839706,3548100
2020-09-14,122.360001,123.379997,121.760002,122.089996,117.445740,3641500
2020-09-15,122.820000,123.400002,122.239998,122.440002,117.782433,2915200
2020-09-16,122.709999,125.820000,122.709999,124.220001,119.494728,3788400
2020-09-17,122.620003,125.550003,121.970001,124.919998,120.168091,3171300
2020-09-18,124.260002,124.919998,122.650002,122.760002,118.090263,5391600
2020-09-21,120.480003,120.699997,118.580002,120.250000,115.675743,5311400
2020-09-22,120.330002,121.449997,119.529999,120.510002,115.925850,2957800
2020-09-23,120.800003,121.589996,118.430000,118.830002,114.309753,3939400
2020-09-24,118.099998,119.519997,116.480003,118.089996,113.597900,3546200
2020-09-25,117.599998,119.410004,116.940002,118.949997,114.425194,2953700
2020-09-28,120.570000,122.330002,120.410004,121.730003,117.099442,3509200
2020-09-29,121.410004,122.190002,120.209999,120.940002,116.339500,2106600
2020-09-30,121.379997,122.910004,120.800003,121.669998,117.041725,3261100
2020-10-01,122.360001,123.300003,120.360001,121.089996,116.483788,3211700
2020-10-02,119.040001,121.750000,118.820000,120.570000,115.983566,2925200
2020-10-05,121.839996,122.750000,121.050003,122.010002,117.368790,3050500
2020-10-06,122.580002,124.830002,121.589996,121.970001,117.330315,3872300
2020-10-07,122.669998,124.389999,122.320000,124.070000,119.350426,2815400
2020-10-08,130.860001,135.500000,129.770004,131.490005,126.488182,25288900
2020-10-09,132.000000,132.000000,127.599998,127.790001,122.928925,8353700
2020-10-12,128.070007,128.250000,126.440002,127.209999,122.370987,4635100
2020-10-13,126.570000,127.150002,124.459999,125.099998,120.341248,5406100
2020-10-14,125.129997,126.940002,125.129997,125.940002,121.149300,3728100
2020-10-15,124.080002,125.220001,123.849998,124.889999,120.139236,3385300
2020-10-16,125.169998,126.430000,124.660004,125.930000,121.139671,4710400
2020-10-19,126.800003,127.349998,125.080002,125.519997,120.745262,7478700
2020-10-20,119.800003,120.150002,116.839996,117.370003,112.905296,21501100
2020-10-21,116.660004,117.690002,114.790001,115.059998,110.683159,9755300
2020-10-22,115.000000,116.059998,112.980003,115.760002,111.356544,7855800
2020-10-23,116.500000,116.620003,115.529999,116.000000,111.587402,3893400
2020-10-26,114.449997,114.900002,111.839996,112.220001,107.951195,7203400
2020-10-27,112.150002,112.220001,110.029999,110.559998,106.354340,5936100
2020-10-28,108.660004,109.730003,105.919998,106.650002,102.593079,9427300
2020-10-29,107.250000,109.639999,106.550003,108.910004,104.767113,6760200
2020-10-30,107.900002,111.800003,107.750000,111.660004,107.412506,7921500
2020-11-02,112.650002,113.830002,112.250000,112.910004,108.614944,5311500
2020-11-03,114.000000,115.650002,113.629997,114.160004,109.817398,4204300
2020-11-04,112.330002,113.910004,111.160004,111.900002,107.643364,5800100
2020-11-05,113.300003,115.290001,113.010002,114.769997,110.404198,4902200
2020-11-06,115.080002,115.099998,113.389999,114.040001,109.701965,5249200
2020-11-09,117.879997,119.739998,115.269997,115.529999,112.746803,8992200
2020-11-10,116.690002,118.169998,116.250000,117.910004,115.069466,5622800
2020-11-11,118.120003,118.349998,116.220001,117.199997,114.376572,4289600
2020-11-12,115.629997,116.370003,113.480003,114.500000,111.741615,6498200
2020-11-13,115.190002,117.370003,115.010002,116.849998,114.035004,4682600
2020-11-16,118.300003,118.550003,117.120003,118.360001,115.508629,5293400
2020-11-17,117.599998,118.540001,117.070000,117.699997,114.864525,4134500
2020-11-18,117.720001,118.879997,116.750000,116.769997,113.956932,4606800
2020-11-19,116.540001,117.449997,115.889999,117.180000,114.357056,3439600
2020-11-20,117.599998,118.040001,116.690002,116.940002,114.122833,5024300
2020-11-23,117.430000,120.519997,117.269997,120.089996,117.196945,5650400
2020-11-24,120.860001,124.730003,120.809998,124.419998,121.422638,7752500
2020-11-25,122.930000,124.330002,122.110001,124.199997,121.207939,4135900
2020-11-27,124.199997,125.309998,123.910004,124.349998,121.354324,2091200
2020-11-30,124.099998,125.000000,123.089996,123.519997,120.544312,5988000
2020-12-01,123.900002,125.830002,123.080002,123.160004,120.193001,5309100
2020-12-02,122.849998,124.639999,122.410004,124.620003,121.617821,3690700
2020-12-03,124.160004,124.860001,123.290001,123.610001,120.632149,4548200
2020-12-04,123.970001,127.379997,123.639999,127.199997,124.135666,5522800
2020-12-07,126.489998,126.970001,124.570000,124.699997,121.695885,8318500
2020-12-08,125.320000,126.330002,124.639999,125.709999,122.681564,5395000
2020-12-09,125.800003,127.690002,125.699997,126.790001,123.735542,6513500
2020-12-10,126.349998,126.930000,124.940002,124.959999,121.949631,4803200
2020-12-11,124.080002,125.510002,123.610001,124.269997,121.276245,4481400
2020-12-14,125.320000,126.239998,123.470001,123.529999,120.554077,5050000
2020-12-15,124.389999,125.930000,123.440002,125.930000,122.896263,4356200
2020-12-16,125.930000,126.570000,125.290001,125.550003,122.525414,4530100
2020-12-17,126.080002,126.089996,124.910004,125.550003,122.525414,3788000
2020-12-18,125.589996,126.400002,124.970001,125.849998,122.818192,7552800
2020-12-21,123.970001,124.180000,121.720001,123.389999,120.417450,6115700
2020-12-22,123.309998,124.220001,122.410004,123.610001,120.632149,4336100
2020-12-23,123.879997,125.209999,123.739998,123.900002,120.915169,2693900
2020-12-24,125.000000,125.099998,124.209999,124.690002,121.686134,1761100
2020-12-28,125.099998,126.599998,124.459999,124.820000,121.813004,3615200
2020-12-29,125.349998,125.480003,123.239998,123.800003,120.817581,3487000
2020-12-30,123.800003,124.849998,123.629997,124.339996,121.344566,3380300
2020-12-31,124.220001,126.029999,123.989998,125.879997,122.847458,3574400
2021-01-04,125.849998,125.919998,123.040001,123.940002,120.954201,5179200
2021-01-05,125.010002,126.680000,124.610001,126.139999,123.101204,6114600
2021-01-06,126.900002,131.880005,126.720001,129.289993,126.175316,7956700
2021-01-07,130.039993,130.460007,128.259995,128.990005,125.882545,4507400
2021-01-08,128.570007,129.320007,126.980003,128.529999,125.433624,4676200
2021-01-11,127.949997,129.679993,127.660004,128.580002,125.482422,5601900
2021-01-12,129.089996,129.850006,127.940002,129.210007,126.097252,3749200
2021-01-13,129.149994,129.750000,126.459999,126.919998,123.862411,7677700
2021-01-14,128.020004,130.160004,127.550003,128.970001,125.863029,7503200
2021-01-15,128.279999,129.240005,127.669998,128.389999,125.296997,4905500
2021-01-19,129.279999,129.589996,128.089996,129.020004,125.911827,5398000
2021-01-20,129.699997,131.059998,128.559998,130.080002,126.946289,5598700
2021-01-21,130.119995,132.240005,130.050003,131.649994,128.478455,12539200
2021-01-22,120.699997,120.699997,117.360001,118.610001,115.752609,38063500
2021-01-25,118.760002,119.540001,117.449997,118.580002,115.723328,13686400
2021-01-26,119.180000,122.589996,118.419998,122.489998,119.539131,10694700
2021-01-27,122.080002,124.790001,121.620003,122.470001,119.519615,12146500
2021-01-28,122.800003,123.199997,120.070000,120.080002,117.187195,8084100
2021-01-29,120.220001,121.300003,118.900002,119.110001,116.240555,11825500
2021-02-01,119.900002,120.949997,118.730003,120.540001,117.636108,6250500
2021-02-02,119.360001,121.000000,119.279999,119.440002,116.562614,6341900
2021-02-03,119.040001,119.800003,118.120003,119.120003,116.250320,6715400
2021-02-04,119.910004,121.099998,118.870003,121.019997,118.104546,4562100
2021-02-05,121.000000,121.809998,120.519997,121.790001,118.855995,4565700
2021-02-08,122.620003,123.980003,122.400002,123.610001,120.632149,5888000
2021-02-09,121.900002,122.599998,121.050003,122.099998,120.750824,4717000
2021-02-10,123.029999,123.410004,121.209999,122.239998,120.889275,4866800
2021-02-11,122.000000,122.209999,120.629997,120.910004,119.573982,5381600
2021-02-12,121.000000,121.360001,120.089996,120.800003,119.465195,3871200
2021-02-16,120.150002,120.599998,119.360001,120.070000,118.743256,6639800
2021-02-17,119.269997,120.559998,119.019997,119.970001,118.644363,3959100
2021-02-18,120.500000,120.940002,119.699997,120.730003,119.395966,5398100
2021-02-19,120.750000,120.760002,118.379997,118.989998,117.675186,6578700
2021-02-22,118.500000,121.129997,118.440002,120.860001,119.524529,5879200
2021-02-23,120.919998,121.349998,119.800003,120.709999,119.376183,4531300
2021-02-24,120.800003,123.489998,120.519997,123.209999,121.848557,5820000
2021-02-25,123.370003,124.349998,122.339996,122.470001,121.116737,5691800
2021-02-26,122.250000,122.250000,118.879997,118.930000,117.615852,9051000
2021-03-01,120.349998,122.320000,119.860001,120.739998,119.405853,5714500
2021-03-02,120.739998,121.900002,120.260002,120.330002,119.000389,4524300
2021-03-03,120.500000,122.629997,119.980003,122.360001,121.007950,7404300
2021-03-04,122.000000,123.220001,118.760002,120.110001,118.782814,8068500
2021-03-05,120.639999,123.750000,120.250000,122.830002,121.472763,6949300
2021-03-08,122.989998,126.849998,122.879997,124.809998,123.430878,7239200
2021-03-09,125.400002,126.430000,124.160004,124.180000,122.807846,5609000
2021-03-10,125.050003,128.240005,124.610001,127.870003,126.457069,7247800
2021-03-11,128.089996,128.639999,126.779999,127.139999,125.735138,5146900
2021-03-12,127.190002,127.680000,126.610001,127.610001,126.199944,4010100
2021-03-15,127.769997,128.750000,127.540001,128.580002,127.159225,3420600
2021-03-16,128.279999,128.520004,127.339996,128.240005,126.822983,4653200
2021-03-17,128.460007,129.490005,127.489998,129.029999,127.604248,4291400
2021-03-18,128.940002,131.000000,127.790001,130.059998,128.622864,5835700
2021-03-19,130.020004,130.440002,128.529999,128.899994,127.475685,9845000
2021-03-22,128.500000,130.720001,127.889999,130.550003,129.107452,4164900
2021-03-23,130.440002,131.559998,129.800003,130.460007,129.018463,4356400
2021-03-24,130.949997,132.110001,130.570007,130.619995,129.176682,4005000
2021-03-25,130.330002,133.240005,129.770004,133.070007,131.599625,5554000
2021-03-26,133.289993,136.479996,133.119995,136.380005,134.873047,5567600
2021-03-29,135.979996,137.070007,135.509995,135.860001,134.358780,4622700
2021-03-30,135.860001,136.270004,134.020004,134.720001,133.231384,4790400
2021-03-31,134.539993,134.710007,132.710007,133.259995,131.787506,4945100
2021-04-01,133.759995,133.929993,132.270004,133.229996,131.757843,4074000
2021-04-05,133.639999,136.690002,133.399994,135.929993,134.427994,5471300
2021-04-06,135.580002,135.639999,134.089996,134.220001,132.736908,3621000
2021-04-07,133.839996,134.940002,133.779999,134.929993,133.439056,2976000
2021-04-08,134.570007,135.630005,134.160004,135.119995,133.626953,4087200
2021-04-09,134.869995,135.740005,134.710007,135.729996,134.230209,3023900
2021-04-12,135.020004,135.369995,133.850006,134.589996,133.102814,3754000
2021-04-13,133.000000,133.619995,130.380005,131.179993,129.730484,8033500
2021-04-14,131.309998,132.779999,130.520004,132.630005,131.164474,5868000
2021-04-15,133.279999,133.869995,132.220001,132.580002,131.115021,3884000
2021-04-16,133.000000,134.100006,132.949997,133.589996,132.113861,5291800
2021-04-19,133.600006,133.820007,132.580002,133.119995,131.649048,8198600
2021-04-20,137.070007,139.770004,136.699997,138.160004,136.633377,15480600
2021-04-21,138.059998,143.729996,137.710007,143.550003,141.963806,11909000
2021-04-22,143.699997,144.740005,141.000000,141.279999,139.718887,7101400
2021-04-23,141.309998,143.610001,140.949997,142.429993,140.856171,4556000
2021-04-26,142.419998,143.630005,141.479996,141.570007,140.005692,4710800
2021-04-27,141.690002,142.559998,140.750000,142.009995,140.440826,3884000
2021-04-28,142.919998,143.399994,142.100006,143.000000,141.419891,3768100
2021-04-29,144.130005,148.740005,142.979996,144.240005,142.646194,4353900
2021-04-30,143.699997,143.830002,140.550003,141.880005,140.312271,8872200
2021-05-03,143.809998,145.750000,143.550003,144.750000,143.150543,5733500
2021-05-04,144.410004,146.589996,144.330002,145.750000,144.139496,6350500
2021-05-05,145.940002,145.940002,144.970001,145.220001,143.615356,4999900
2021-05-06,145.259995,148.509995,145.179993,148.419998,146.779999,7503500
2021-05-07,145.919998,146.139999,144.570007,145.460007,145.460007,7003500
2021-05-10,145.800003,148.380005,145.800003,146.169998,146.169998,6983400
2021-05-11,144.990005,145.190002,142.899994,144.220001,144.220001,7126400
2021-05-12,143.839996,144.149994,141.139999,141.300003,141.300003,5959600
2021-05-13,141.449997,144.899994,141.279999,144.169998,144.169998,4595800
2021-05-14,145.110001,145.690002,143.960007,144.679993,144.679993,2747400
2021-05-17,144.440002,145.800003,144.330002,145.110001,145.110001,4275100
2021-05-18,144.779999,145.300003,143.229996,143.910004,143.910004,3824100
2021-05-19,142.320007,143.199997,140.919998,143.190002,143.190002,4300700
2021-05-20,143.119995,144.910004,142.160004,143.880005,143.880005,4112500
2021-05-21,144.279999,145.699997,144.279999,144.740005,144.740005,4033500
2021-05-24,145.059998,145.389999,144.179993,144.720001,144.720001,3297600
2021-05-25,144.919998,145.000000,143.199997,143.789993,143.789993,3937200
2021-05-26,143.500000,143.990005,143.039993,143.380005,143.380005,3083800
2021-05-27,143.820007,144.770004,143.630005,143.820007,143.820007,5630300
2021-05-28,144.210007,144.330002,143.490005,143.740005,143.740005,2534600
2021-06-01,145.000000,145.830002,143.750000,144.190002,144.190002,2417500
2021-06-02,144.619995,145.750000,144.110001,145.720001,145.720001,2786900
2021-06-03,144.910004,145.880005,144.039993,145.550003,145.550003,4130600
2021-06-04,146.000000,147.550003,145.759995,147.419998,147.419998,3117900
2021-06-07,147.550003,148.740005,147.169998,148.020004,148.020004,3462700
2021-06-08,148.119995,150.199997,148.119995,149.070007,149.070007,5080100
2021-06-09,149.029999,151.070007,148.820007,150.669998,150.669998,5303300
2021-06-10,151.470001,152.839996,149.759995,150.539993,150.539993,4758500
2021-06-11,150.429993,151.850006,150.369995,151.279999,151.279999,3438300
2021-06-14,150.710007,151.029999,148.660004,150.029999,150.029999,3344800
2021-06-15,149.850006,149.910004,148.600006,149.360001,149.360001,2513300
2021-06-16,149.759995,149.759995,147.220001,147.830002,147.830002,3878900
2021-06-17,147.550003,148.059998,145.279999,145.600006,145.600006,4367400
2021-06-18,144.479996,144.679993,143.039993,143.119995,143.119995,9156500
2021-06-21,144.110001,147.070007,144.059998,146.649994,146.649994,4285500
2021-06-22,146.520004,146.809998,145.350006,146.360001,146.360001,2437000
2021-06-23,146.429993,146.500000,144.570007,144.610001,144.610001,3202600
2021-06-24,145.800003,146.190002,144.690002,145.440002,145.440002,3609700
2021-06-25,145.380005,146.929993,144.949997,146.839996,146.839996,3594200
2021-06-28,147.009995,147.300003,144.910004,145.289993,145.289993,3888900
2021-06-29,145.259995,146.740005,145.100006,145.550003,145.550003,2428500
2021-06-30,145.130005,146.929993,144.710007,146.589996,146.589996,3245100
2021-07-01,146.960007,147.500000,146.570007,146.839996,146.839996,2686100
2021-07-02,146.910004,146.949997,139.460007,140.020004,140.020004,16811200
2021-07-06,139.990005,140.419998,137.100006,138.779999,138.779999,8093700
2021-07-07,138.759995,140.330002,138.759995,139.820007,139.820007,4059700
2021-07-08,137.779999,141.309998,137.660004,140.740005,140.740005,5487400
2021-07-09,141.449997,141.979996,140.839996,141.520004,141.520004,3903500
2021-07-12,141.429993,141.960007,140.119995,140.919998,140.919998,3342600
2021-07-13,140.919998,140.919998,139.630005,140.279999,140.279999,3164300
2021-07-14,140.720001,140.750000,138.929993,139.820007,139.820007,4403500
2021-07-15,139.320007,140.460007,138.800003,140.449997,140.449997,3639700
2021-07-16,141.000000,141.000000,138.589996,138.899994,138.899994,4103500
2021-07-19,136.449997,138.490005,136.210007,137.919998,137.919998,8582300
2021-07-20,143.000000,144.919998,138.699997,139.970001,139.970001,13593600
2021-07-21,139.970001,141.389999,139.649994,141.300003,141.300003,4801800
2021-07-22,141.660004,141.809998,140.410004,140.710007,140.710007,3312000
2021-07-23,140.960007,141.699997,140.330002,141.089996,141.089996,3094321
